Handle,ObjType,Content,Layer,Extra,Label
BA6E48,AlignedDimension,Sprocket  P/L R/W  092 3095  071492,F-RW-T,Compass 5 000,True
BA6E79,AlignedDimension,Sprocket  P/L R/W  112 3708  082817,F-RW-T,Compass 5 000,True
BA6EB5,AlignedDimension,Sprocket  P/L R/W  110669,F-RW-T,Compass 5 000,True
BA6EE9,AlignedDimension,Saturn  P/L R/W  812 2880  800647,F-RW-T,Compass 5 000,True
BA8A3D,AlignedDimension,Sprocket  P/L R/W  852 1526  840781,F-RW-T,Compass 5 000,True
BA8A6E,AlignedDimension,Texcal  P/L R/W  872 1557  860678,F-RW-T,Compass 5 000,True
BA8AAA,AlignedDimension,Texcal  P/L R/W  892 0546  880406,F-RW-T,Compass 5 000,True
BA8C5A,AlignedDimension,Sprocket  P/L R/W  992 5762  931257,F-RW-T,Compass 5 000,True
BA8C94,AlignedDimension,Sprocket  P/L R/W  932 1889  920650,F-RW-T,Compass 5 000,True
BA98AC,BlockReference,*U158,0,0.9989510452182907,True
BA98D7,AlignedDimension,Whitecap  Water Line,P-TEMP-BLUE,Compass 5 000,True
BA9935,AlignedDimension,Whitecap  Water Line,P-TEMP-BLUE,Compass 5 000,True
BA9A7A,BlockReference,xing2,P-CROSSINGS,1,True
BA9A81,BlockReference,xing2,P-CROSSINGS,1,True
BAADA8,BlockReference,*U191,P-TEMP-BLOCKS,0.99948,True
BB0DD1,BlockReference,xing2,P-CROSSINGS,1,True
BB0DD8,BlockReference,xing2,P-CROSSINGS,1,True
BB0DF2,BlockReference,xing2,P-CROSSINGS,1,True
BB0F16,BlockReference,xing2,P-CROSSINGS,1,True
BB0F1D,BlockReference,xing2,P-CROSSINGS,1,True
BB3E2C,BlockReference,Disclaimer_Legal,DISCLAIMER,0.5,True
BC59ED,DBText,Theoretic Government Road Allowance,L-ROAD-T,9.999999999999796,True
BC59EE,BlockReference,L-SECLBL,L-SECLBL,1,True
BC5A30,DBText,Theoretic Government Road Allowance,L-ROAD-T,9.994810499999591,True
BC623D,BlockReference,MUSK,T-GENERAL,4.9999999999999,True
BC62A5,MText,Theor. S.W.1/4 Sec. 16-64-21-W.5M.,C-SYMBOL,19.99999999999961,True
BC62A6,MText,UNSURVEYED TERRITORY,L-UNS-T,15.999999999999567,True
BC6441,AlignedDimension,Veren  P/L R/W  094 1536  071598,C-RW-T,Compass 5 000,True
BC6442,AlignedDimension,Veren  P/L R/W  140001,C-RW-T,Compass 5 000,True
BC6443,AlignedDimension,Veren  P/L R/W  220223,C-RW-T,Compass 5 000,True
BC6444,AlignedDimension,Veren  P/L R/W  071761,C-RW-T,Compass 5 000,True
BC6445,AlignedDimension,Veren  P/L R/W  230753,C-RW-T,Compass 5 000,True
BC6446,AlignedDimension,Veren  P/L R/W  121253,C-RW-T,Compass 5 000,True
BC6447,AlignedDimension,Veren  P/L R/W  072 1780  070611,C-RW-T,Compass 5 000,True
BC6448,MText,Veren Gas Processing Plant MLL 070071,C-WS-T,9.994810499999584,True
BC644A,MText,Veren FC716 5-16 (Surface) MSL 250117,C-WS-T,9.99478859999962,True
BC644C,AlignedDimension,ATCO  Power Line R/W  080124,F-EZE-T,Compass 5 000,True
BC644E,AlignedDimension,CNRL  A/R  780150,F-EZE-T,Compass 5 000,True
BC644F,AlignedDimension,CNRL  P/L R/W  802 3164  840255,F-RW-T,Compass 5 000,True
BC6450,AlignedDimension,CNRL  P/L R/W  802 3164  952 0841  941611,F-RW-T,Compass 5 000,True
BC6451,MText,CNRL Treatment Plant Plan 802 3164 MLL 800061,F-WS-T,9.994810499999584,True
BC6453,AlignedDimension,Veren  P/L R/W  250342,C-RW-T,Compass 5 000,True
BC684A,MText,Veren 15.00 A/R LOC 250173,C-AR-T,10,True
BC6A74,AlignedDimension,ATCO  Power Line R/W  190046,F-EZE-T,Compass 5 000,True
BC9EAF,BlockReference,see_detail,CG-NOTES,1,True
BCD5E5,AlignedDimension,Veren  P/L R/W  220223,C-RW-T,Compass 5 000,True
BCD5E6,AlignedDimension,Veren  P/L R/W  071761,C-RW-T,Compass 5 000,True
BCD5E7,MText,Veren Gas Processing Plant MLL 070071,C-WS-T,9.994810499999586,True
BCDA35,BlockReference,lightpole,AS-SYMBOL,5,True
BCDA38,MText,Transformer,AS-CABLE,10,True
BCDA3D,MText,Transformer,AS-CABLE,10,True
BCDA41,BlockReference,lightpole,AS-SYMBOL,5,True
BCDA43,BlockReference,lightpole,AS-SYMBOL,5,True
BCDA45,BlockReference,POWERPOLE,AS-POWER-EXISTING,5,True
BCDA47,BlockReference,lightpole,AS-SYMBOL,5,True
BCDA49,MText,Gate,AS-GENERAL,10,True
BCDA4A,MText,Gate,AS-GENERAL,10,True
BCDA4B,MText,Gate,AS-GENERAL,10,True
BCDA4D,MText,Cathodic Post,AS-CABLE,10,True
BCDA4F,BlockReference,lightpole,AS-SYMBOL,5,True
BCDA50,AlignedDimension,CNRL  P/L R/W  802 3164  952 0841  941611,F-RW-T,Compass 5 000,True
BCDA51,AlignedDimension,CNRL  A/R  780150,F-EZE-T,Compass 5 000,True
BCDA52,AlignedDimension,Veren  P/L R/W  094 1536  071598,C-RW-T,Compass 5 000,True
BCDA53,AlignedDimension,Veren  P/L R/W  250342,C-RW-T,Compass 5 000,True
BCDA54,AlignedDimension,Veren  P/L R/W  230753,C-RW-T,Compass 5 000,True
BCDA55,AlignedDimension,Veren  P/L R/W  121253,C-RW-T,Compass 5 000,True
BCDAC6,BlockReference,RISER,AS-SYMBOL,5,True
BCDAC7,BlockReference,RISER,AS-SYMBOL,5,True
BCDAC8,BlockReference,RISER,AS-SYMBOL,5,True
BCDAC9,BlockReference,RISER,AS-SYMBOL,5,True
BCDACA,BlockReference,RISER,AS-SYMBOL,5,True
BCDACB,BlockReference,RISER,AS-SYMBOL,5,True
BCDACC,BlockReference,RISER,AS-SYMBOL,5,True
BCDACD,BlockReference,RISER,AS-SYMBOL,5,True
BCDACE,BlockReference,RISER,AS-SYMBOL,5,True
BCDACF,BlockReference,RISER,AS-SYMBOL,5,True
BCDBC2,MText,Barricades (Typ.),AS-GENERAL,10,True
BCDBCB,MText,Barricades (Typ.),AS-GENERAL,10,True
BCDBD6,MText,Tank Farm & Tanks (7),AS-GENERAL,10,True
BCDBD7,MText,Heaters,AS-GENERAL,10,True
BCDBE1,MText,Tank,AS-GENERAL,10,True
BCDBEB,MText,Tank,AS-GENERAL,10,True
BCDBF5,MText,Tank,AS-GENERAL,10,True
BCDBFF,MText,Tank,AS-GENERAL,10,True
BCDC09,MText,Tank,AS-GENERAL,10,True
BCDC13,MText,Tank,AS-GENERAL,10,True
BCDC1B,MText,Staging,AS-GENERAL,10,True
BCDC32,MText,Barricades (Typ.),AS-GENERAL,10,True
BCDC3B,MText,Tank,AS-GENERAL,10,True
BCDD2C,MText,Tower,AS-GENERAL,10,True
BCE74C,MText,Cable Rack,AS-PIPE-AG,10,True
BD15E1,MText,Building Structure (Typ.),AS-STRUCTURE,10,True
BD2240,AlignedDimension,ATCO  Power Line R/W  080124,F-EZE-T,Compass 5 000,True
BD5132,AlignedDimension,ATCO  Power Line R/W  190046,F-EZE-T,Compass 5 000,True
BD5CCE,MText,Wooded Mixedwood Swamp,WETLAND-T,9.999999999999808,True
BD5CDC,MText,Wooded Mixedwood Swamp,WETLAND-T,9.994788599999783,True
BD5D08,MText,Wooded Mixedwood Swamp,WETLAND-T,9.994788599999783,True
BD5D12,MText,Wooded Mixedwood Swamp,WETLAND-T,9.994788599999783,True
BD5D19,MText,Ephemeral Draw,T-WATER-T,9.999999999999808,True
BD5D1C,MText,Intermittent Creek,T-WATER-T,9.999999999999808,True
BD5D1F,MText,Ephemeral Draw,T-WATER-T,9.999999999999808,True
BD5D31,MText,Intermittent Creek,T-WATER-T,9.999999999999808,True
BD5D3F,MText,35cm Poplar & 25cm Spruce,T-BUSH-T,9.994810499999435,True
BD5D43,MText,35cm Poplar & 25cm Spruce,T-BUSH-T,9.994810499999435,True
BD5E8C,MText,Wooded Mixedwood Swamp,WETLAND-T,9.994788599999769,True
BD5E93,MText,Flare Stack,T-TEXT,9.99478859999969,True
BD5E95,MText,Borrow Pit,T-WATER-T,9.999999999999892,True
BD5E97,MText,Ephemeral  Draw,T-WATER-T,9.99478859999969,True
BD5E9A,MText,Ephemeral Draw,T-WATER-T,9.999999999999808,True
BD5E9C,MText,Anchor,AS-POWER-T,9.99478859999969,True
BD5E9E,MText,Anchor,AS-POWER-T,9.99478859999969,True
BD5EA0,BlockReference,*U61,AS-SYMBOL,4.997394299999996,True
BD5EA9,BlockReference,*U62,AS-SYMBOL,4.997394299999863,True
BD5EB2,BlockReference,FLARE,AS-SYMBOL,4.997394299999845,True
BD5F98,MText,Anchor Flare Stack Lightpole Pig Trap Pipe   A/G (Above Ground)   U/G (Underground) Pipe Rack Buried Cable,CG-NOTES,10,True
BD5F9B,MText,Propane Bullet Riser Valve Flange Power Pole,CG-NOTES,10,True
BD5F9D,MText,AS-BUILT LEGEND,0,10,True
BD6100,MText,Guard Rail,T-TEXT,9.99478859999969,True
BD9CCC,BlockReference,POWERPOLE,AS-POWER-EXISTING,4.997325200000117,True
BD9CCD,BlockReference,POWERPOLE,AS-POWER-EXISTING,4.997325200000117,True
BD9CD7,BlockReference,L-SECLBL,L-SECLBL,0.999465039999997,True
BD9CDD,MText,L.S. 1,L-SECTION-LSD,9.989303661822277,True
BD9CDE,MText,L.S. 2,L-SECTION-LSD,9.989303661822277,True
BD9CE0,MText,L.S. 8,L-SECTION-LSD,9.989303661822277,True
BD9CE1,MText,L.S. 7,L-SECTION-LSD,9.989303661822277,True
BD9D2E,MText,Rge. 20,D-TXT,13.985025126551172,True
BD9D2F,MText,Rge. 19,D-TXT,13.985025126551172,True
BD9DDA,BlockReference,GAS,DRILL-T,4.994651830911121,True
BDB7A6,MText,Theoretic Government Road Allowance,L-ROAD-T,9.994650400000154,True
BDB824,MText,UNSURVEYED TERRITORY,L-UNS-T,15.991440640000382,True
BDB826,MText,Theor. S.W.1/4  Sec. 24-62-20-W.5M.,C-SYMBOL,20.000000000000266,True
BDB827,MText,Theoretic Government Road Allowance,L-ROAD-T,9.994650400000154,True
BDB82A,BlockReference,GAS,DRILL-T,4.994651830911121,True
BDB82E,BlockReference,POWERPOLE,AS-POWER-EXISTING,4.997320099999991,True
BDB82F,BlockReference,POWERPOLE,AS-POWER-EXISTING,4.997320099999991,True
BDB891,MText,ATCO 3-Wire O/H Powerline,AS-POWER,9.994640199999981,True
BDBC5F,MText,Theor. S.E.1/4  Sec. 24-62-20-W.5M.,C-SYMBOL,19.97860732364453,True
BDBC60,MText,UNSURVEYED TERRITORY,L-UNS-T,15.991440640000382,True
BDBC66,MText,L.S. 3,L-SECTION-LSD,9.994650400000001,True
BDBC68,MText,L.S. 4,L-SECTION-LSD,9.994650400000001,True
BDBC6A,MText,L.S. 6,L-SECTION-LSD,9.994650400000001,True
BDBC6C,MText,L.S. 5,L-SECTION-LSD,9.994650400000001,True
BDBFA1,DBText,76m,AUX-BUFFER,9.994650399762605,True
BDBFB3,BlockReference,HRV,CG-NOTES,0.9989303661822199,True
BDC19C,AlignedDimension,{  W. calc.},P-OFFSETS,CG2011,True
BDC19F,AlignedDimension,{  Narrow|b1|i0|c0|p34;  E. calc.},P-OFFSETS,CG2011,True
BDC1A0,AlignedDimension,{  N. calc.},P-OFFSETS,CG2011,True
BDC1A3,AlignedDimension,{  Narrow|b1|i0|c0|p34;  S. calc.},P-OFFSETS,CG2011,True
BDC2B6,MText,FC661EXT E,L-BD,9.994640199999981,True
BDC2B7,MText,FC661EXT G,L-BD,9.989303661822216,True
BDC2B8,MText,FC661EXT H,L-BD,9.989303661822216,True
BDC30D,AlignedDimension,Whitecap  A/R  232212,C-AR-T,Compass 5 000,True
BDC30F,AlignedDimension,Whitecap  A/R  232212,C-AR-T,Compass 5 000,True
BDC310,AlignedDimension,Whitecap  P/L R/W  240720,C-AR-T,Compass 5 000,True
BDC311,AlignedDimension,Whitecap  P/L R/W  241243,C-RW-T,Compass 5 000,True
BDC312,AlignedDimension,Whitecap  P/L R/W  241243,C-RW-T,Compass 5 000,True
BDC313,MText,Whitecap FC661 7-24 (Surface) MSL 231768,C-WS-T,9.994640199999981,True
BDC315,MText,Whitecap FC661 7-24 (Surface) MSL 231768,C-WS-T,10.000000000000133,True
BDC318,AlignedDimension,TexCal  A/R  6516,F-AR-T,Compass 5 000,True
BDC319,AlignedDimension,TexCal  A/R  920968,F-AR-T,Compass 5 000,True
BDC31B,AlignedDimension,PGI  A/R  241184,F-AR-T,Compass 5 000,True
BDC31C,AlignedDimension,Paramount  A/R  1035,F-AR-T,Compass 5 000,True
BDC31D,MText,Trace 8.00 A/R LOC 190533 (Expired),F-AR-T,10.000000000000128,True
BDC320,AlignedDimension,TexCal  A/R  9776,F-AR-T,Compass 5 000,True
BDC321,AlignedDimension,TexCal  A/R  6516,F-AR-T,Compass 5 000,True
BDC322,AlignedDimension,Paramount  P/L R/W  911 RS  3235,F-AR-T,Compass 5 000,True
BDC324,AlignedDimension,PGI  A/R  241184,F-AR-T,Compass 5 000,True
BDC326,MText,PGI Riser Site PIL 240201,F-AR-T,9.994640199999981,True
BDC328,AlignedDimension,TexCal  A/R  962214,F-AR-T,Compass 5 000,True
BDC329,MText,PGI Riser Site PIL 240201,F-AR-T,10.000000000000133,True
BDC32B,AlignedDimension,Paramount  A/R  981548,F-AR-T,Compass 5 000,True
BDC32C,AlignedDimension,TexCal  A/R  6815,F-AR-T,Compass 5 000,True
BDC32E,AlignedDimension,ATCO  Power Line R/W  930316,F-EZE-T,Compass 5 000,True
BDC330,AlignedDimension,ATCO  Power Line R/W  2382,F-EZE-T,Compass 5 000,True
BDC331,AlignedDimension,ATCO  Vegetation Control R/W  890416,F-EZE-T,Compass 5 000,True
BDC332,AlignedDimension,ATCO  Power Line R/W  000187,F-EZE-T,Compass 5 000,True
BDC333,AlignedDimension,ATCO  Powerline R/W  2527,F-EZE-T,Compass 5 000,True
BDC335,AlignedDimension,ATCO  Power Line R/W  970024,F-EZE-T,Compass 5 000,True
BDC336,AlignedDimension,TexCal  Flowline R/W  3983,F-FLOWLINE-T,Compass 5 000,True
BDC337,MText,TexCal  8-24 (Surface) MSL 930440,F-RW-T,9.989303661822273,True
BDC339,AlignedDimension,Alliance  P/L R/W  002 3490  981096,F-RW-T,Compass 5 000,True
BDC33F,MText,CNRL 28.00 P/L R/W PLA 180405,F-RW-T,9.994650400000108,True
BDC340,AlignedDimension,Keyera  P/L R/W  200152,F-RW-T,Compass 5 000,True
BDC341,AlignedDimension,Pembina  P/L R/W  297 RS  3018,F-RW-T,Compass 5 000,True
BDC342,AlignedDimension,TexCal  P/L R/W  932 1861  930342,F-RW-T,Compass 5 000,True
BDC343,AlignedDimension,TexCal  P/L R/W  932 0624  920316,F-RW-T,Compass 5 000,True
BDC344,AlignedDimension,TexCal  P/L R/W  922 1491  910421,F-RW-T,Compass 5 000,True
BDC345,AlignedDimension,TexCal  P/L R/W  4865,F-RW-T,Compass 5 000,True
BDC346,MText,TexCal Plant Site MLL 3071 (Expired),F-RW-T,9.989303661822273,True
BDC348,AlignedDimension,Paramount  P/L R/W  072 4127  021689,F-RW-T,Compass 5 000,True
BDC349,AlignedDimension,TexCal  P/L R/W  932 1857  930314,F-RW-T,Compass 5 000,True
BDC34A,AlignedDimension,TexCal  P/L R/W  942 3477  940173,F-RW-T,Compass 5 000,True
BDC34B,AlignedDimension,Town of Fox Creek  Water P/L  150018,F-RW-T,Compass 5 000,True
BDC34C,AlignedDimension,TexCal  P/L R/W  932 1861  930342,F-RW-T,Compass 5 000,True
BDC34E,AlignedDimension,TexCal  P/L R/W  892 0544  880372,F-RW-T,Compass 5 000,True
BDC34F,AlignedDimension,TexCal  P/L R/W  762 2395  6098,F-RW-T,Compass 5 000,True
BDC350,AlignedDimension,Pembina  P/L R/W  120877,F-RW-T,Compass 5 000,True
BDC361,AlignedDimension,TexCal  P/L R/W  752 1416  5577,F-RW-T,Compass 5 000,True
BDC362,AlignedDimension,PGI  P/L R/W  802 0194  780509,F-RW-T,Compass 5 000,True
BDC366,AlignedDimension,Telus  Cable R/W  3568,F-RW-T,Compass 5 000,True
BDC367,AlignedDimension,TexCal  P/L R/W  3983,F-RW-T,Compass 5 000,True
BDC36C,MText,TexCal 10.00 P/L R/W PLA 231028,F-RW-T,10.000000000000128,True
BDC36F,MText,Trace Water Waste Management Site MLL 190059 (Expired),F-RW-T,9.989303661822273,True
BDC371,AlignedDimension,TexCal  P/L R/W  4037,F-RW-T,Compass 5 000,True
BDC372,AlignedDimension,TexCal  P/L R/W  4038,F-RW-T,Compass 5 000,True
BDC373,AlignedDimension,Pembina  P/L R/W  5009 TR  4961,F-RW-T,Compass 5 000,True
BDC374,AlignedDimension,TexCal  P/L R/W  752 1416  5577,F-RW-T,Compass 5 000,True
BDC375,AlignedDimension,TexCal  P/L R/W  862 1552  850824,F-RW-T,Compass 5 000,True
BDC376,AlignedDimension,TexCal  P/L R/W  752 1416  5577,F-RW-T,Compass 5 000,True
BDC377,AlignedDimension,TexCal  P/L R/W  050859,F-RW-T,Compass 5 000,True
BDC378,AlignedDimension,TexCal  P/L R/W  872 1557  860678,F-RW-T,Compass 5 000,True
BDC379,AlignedDimension,TexCal  P/L R/W  952 2554  940411,F-RW-T,Compass 5 000,True
BDC37A,AlignedDimension,Paramount  P/L R/W  782 1151  770641,F-RW-T,Compass 5 000,True
BDC37B,AlignedDimension,TexCal  P/L R/W  892 0544  880372,F-RW-T,Compass 5 000,True
BDC37C,AlignedDimension,TexCal  P/L R/W  922 1491  910421,F-RW-T,Compass 5 000,True
BDC37D,AlignedDimension,TexCal  P/L R/W  932 0624  920316,F-RW-T,Compass 5 000,True
BDC37E,AlignedDimension,TexCal  P/L R/W  012 2312  970414,F-RW-T,Compass 5 000,True
BDC37F,AlignedDimension,TexCal  P/L R/W  932 1861  930342,F-RW-T,Compass 5 000,True
BDC380,AlignedDimension,TexCal  P/L R/W  3983,F-RW-T,Compass 5 000,True
BDC381,MText,TexCal  7-24 (Surface) MSL 962214,F-RW-T,9.994640199999981,True
BDC383,AlignedDimension,Pembina  P/L R/W  120877,F-RW-T,Compass 5 000,True
BDC385,AlignedDimension,Pembina  P/L R/W  5009 TR  4961,F-RW-T,Compass 5 000,True
BDC387,AlignedDimension,TexCal  P/L R/W  922 1491  910421,F-RW-T,Compass 5 000,True
BDC388,AlignedDimension,TexCal  P/L R/W  932 0624  920316,F-RW-T,Compass 5 000,True
BDC389,AlignedDimension,TexCal  P/L R/W  012 2312  970414,F-RW-T,Compass 5 000,True
BDC38A,MText,Hybrid Tower Site Plan 092 8769 DML 2831,F-RW-T,9.994640199999981,True
BDC38C,AlignedDimension,Paramount  P/L R/W  042 1274  982399,F-RW-T,Compass 5 000,True
BDC38E,AlignedDimension,TexCal  P/L R/W  942 3477  940173,F-RW-T,Compass 5 000,True
BDC38F,AlignedDimension,TexCal  P/L R/W  4865,F-RW-T,Compass 5 000,True
BDC390,AlignedDimension,TexCal  P/L R/W  3983,F-RW-T,Compass 5 000,True
BDC391,MText,Hybrid Tower Site Plan 092 8769 DML 2831,F-RW-T,9.989303661822273,True
BDC393,AlignedDimension,Paramount  P/L R/W  042 1274  982399,F-RW-T,Compass 5 000,True
BDC394,MText,Town of Fox Creek Water Well DML 040053,F-RW-T,9.989303661822273,True
BDC396,AlignedDimension,TexCal  P/L R/W  762 2395  6098,F-RW-T,Compass 5 000,True
BDC397,MText,TexCal  7-24 (Surface) MSL 962214,F-RW-T,9.989303661822273,True
BDC399,MText,TexCal 2-24 (Surface) MSL 6516 (Expired),F-WS-T,9.989303661822273,True
BDC39B,MText,Town of Fox Creek Water Well DML 040053,F-WS-T,9.989303661822273,True
BDC39E,AlignedDimension,PGI  A/R  2439,F-WS-T,Compass 5 000,True
BDC39F,MText,Paramount 4-24 (Surface) MSL 407,F-WS-T,10.000000000000128,True
BDC3A1,MText,TexCal 3-24 (Surface) MSL 6878,F-WS-T,10.000000000000128,True
BDC3A3,MText,TexCal 2-24 (Surface) MSL 6516 (Expired),F-WS-T,9.994640199999981,True
BDC3A5,MText,Northward Tower Site DML 000018,F-WS-T,10.000000000000128,True
BDC3A7,MText,5m High Grade Gravel Road,T-TEXT,9.994640199999981,True
BDC3B1,MText,"30cm Poplar, Spruce &  Balsam Fur",T-BUSH-T,9.994640199999981,True
BDC3B3,MText,"30cm Poplar, Spruce &  Balsam Fur",T-BUSH-T,9.983959783935177,True
BDC481,BlockReference,WC,0,4.9973251999999935,True
BDC482,BlockReference,WC,0,4.9973251999999935,True
BDC483,BlockReference,WC,0,4.9973251999999935,True
BDC484,BlockReference,WC,0,4.9973251999999935,True
BDC485,BlockReference,WC,0,4.9973251999999935,True
BDC486,BlockReference,WC,0,4.9973251999999935,True
BDC4F6,BlockReference,GAS,F-WS-S,4.997325200000109,True
BDC4F7,BlockReference,GAS,F-WS-S,4.997325200000109,True
BDC51D,BlockReference,GAS,C-WS-S,4.99999999999999,True
BDC5E8,BlockReference,GAS,ABADATA-DRILL-T,4.997325200000109,True
BDC5E9,BlockReference,GAS,ABADATA-DRILL-T,4.997325200000109,True
BDC607,BlockReference,GAS,ABADATA-DRILL-T,4.997325200000109,True
BDC608,BlockReference,GAS,ABADATA-DRILL-T,4.997320099999991,True
BDC609,BlockReference,GAS,ABADATA-DRILL-T,4.997320099999991,True
BDC624,MText,Paramount  8-24 (Surface) MSL 982083,F-RW-T,9.989303661822273,True
BDC631,MText,Town of Fox Creek Water Well DML 040053,F-RW-T,9.994640199999981,True
BDC633,BlockReference,GAS,ABADATA-DRILL-T,4.997320099999991,True
BDC634,BlockReference,GAS,ABADATA-DRILL-T,4.997320099999991,True
BDC635,BlockReference,GAS,ABADATA-DRILL-T,4.997320099999991,True
BDC636,BlockReference,GAS,ABADATA-DRILL-T,4.997320099999991,True
BDC63D,AlignedDimension,TexCal  A/R  930440,F-AR-T,Compass 5 000,True
BDC640,MText,FC661EXT F,L-BD,9.989303661822216,True
BE2479,MText,Whitecap FC661EXT  7-24 (Surface) MSL 240995,C-WS-T,10.000000000000133,True
BE3185,AlignedDimension,Pembina  P/L R/W  297 RS  3018,F-RW-T,Compass 5 000,True
BE31A9,AlignedDimension,PGI  P/L R/W  802 0194  780509,F-RW-T,Compass 5 000,True
BE3884,AlignedDimension,TexCal  P/L R/W  752 1416  5577,F-RW-T,Compass 5 000,True
BE3B69,AlignedDimension,TexCal  A/R  962214,F-AR-T,Compass 5 000,True
BE44DE,BlockReference,WC,L-MON,4.99999999999999,True
BE44DF,BlockReference,WC,L-MON,4.99999999999999,True
BE44E0,BlockReference,WC,L-MON,4.99999999999999,True
BE44E1,BlockReference,WC,L-MON,4.99999999999999,True
BE4686,BlockReference,GAS,C-WS-S,4.99999999999999,True
BE4687,BlockReference,GAS,C-WS-S,4.99999999999999,True
BE4688,BlockReference,GAS,C-WS-S,4.99999999999999,True
BE54A9,MText,N.-S. 1/4 Line,L-SECQ,9.994640199999989,True
BE570A,MText,Whitecap FC661EXT  7-24 (Surface) MSL 240995,C-WS-T,10.000000000000133,True
BE570E,MText,TexCal Plant Site MLL 3071,F-RW-T,9.989303661822273,True
BE58CD,MText,SEE DETAIL,DETAIL-T,15.991424319999984,True
BE58CF,MText,DETAIL SCALE 1:1000,DETAIL-T,19.989280399999977,True
BE58DA,AlignedDimension,Powerline R/W  970024,F-EZE-T,Compass 5 000,True
BE5901,MText,AERIAL PHOTO DETAIL SCALE 1:1000,DETAIL-T,19.989280399999977,True
BE6980,BlockReference,WC,L-MON,4.997320099999996,True
BE6981,BlockReference,WC,L-MON,4.997320099999996,True
BE6982,BlockReference,WC,L-MON,4.997320099999996,True
BE6983,BlockReference,WC,L-MON,4.997320099999996,True
BE7B2F,MText,Edge of Pad,T-TEXT,9.994640199999996,True
BEC39E,AlignedDimension,TexCal  A/R  6516,F-AR-T,Compass 5 000,True
BF05B6,BlockReference,Disclaimer_Legal,F-AR-T,0.2,True
AF17D5,BlockReference,L-SECLBL,L-SECLBL,1,True
AF20B0,MText,L.S. 9,L-SECTION-LSD,9.99449389999991,True
AF20B2,MText,L.S. 10,L-SECTION-LSD,9.99449389999991,True
AF20B4,MText,L.S. 16,L-SECTION-LSD,9.99449389999991,True
AF20B6,MText,L.S. 15,L-SECTION-LSD,9.99449389999991,True
AF32D8,MText,5m Low Grade Dirt Road,AS-GENERAL,9.99449389999991,True
AF417B,MText,UNSURVEYED TERRITORY,L-UNS-T,15.991190239999861,True
AF417D,MText,UNSURVEYED TERRITORY,L-UNS-T,15.991190239999861,True
AF417F,MText,L.S. 11,L-SECTION-LSD,9.99449389999991,True
AF4181,MText,L.S. 12,L-SECTION-LSD,9.99449389999991,True
AF4184,MText,L.S. 13,L-SECTION-LSD,9.99449389999991,True
AF4186,MText,Theor. N.W.1/4  Sec. 33-60-19-W.5M.,C-SYMBOL,19.98898779999982,True
AF4187,MText,Theor. N.E.1/4  Sec. 33-60-19-W.5M.,C-SYMBOL,19.98898779999982,True
AF45D0,AlignedDimension,Rok  P/L R/W  912 2306  910101,F-RW-T,Compass 5 000,True
AF4B65,BlockReference,FDI,L-MON,4.997246949999957,True
AF4B66,BlockReference,FDI,L-MON,4.997246949999957,True
AF4B68,DBText,269°50'10'',L-BD1,9.994493899999915,True
AF4C22,MText,Fd.I. Mp. N.1/4 33,L-MON,9.99449389999991,True
AF4C23,MText,Fd.I.,L-MON,9.99449389999991,True
AF583C,DBText,354°46'45'',L-BD1,9.994493899999915,True
AF583D,DBText,300.47 (Tie),L-BD1,9.994493899999915,True
AF5877,DBText,Government Road Allowance,L-ROAD-T,9.994493899999915,True
AF5878,DBText,(Undeveloped),T-TEXT,9.994493899999915,True
AF5879,DBText,Government Road Allowance,L-ROAD-T,9.994493899999915,True
AF587A,DBText,(Undeveloped),T-TEXT,9.994493899999915,True
AF587B,DBText,(16th Baseline),L-ROAD-T,9.994493899999915,True
AF587C,DBText,(16th Baseline),L-ROAD-T,9.994493899999915,True
AF58BC,BlockReference,LABEL_ROAD_THEORETIC,L-BD1,0.99944939,True
AF5F23,BlockReference,Temporary Area,P-TEMP-BLOCKS,0.99944939,True
AF5F33,DBText,RP,35,9.994493899999915,True
AFC6F9,DBText,Theoretic Government Road Allowance,L-ROAD-T,9.994493899999915,True
AFC92D,MText,30m Buffer,P-BUFFER-T,9.994493899999915,True
AFDA2A,MText,Old Cutblock,T-TEXT,9.999999999999913,True
AFDA2B,MText,10cm Pine  & Willows  (Regrowth),T-BUSH-T,9.999999999999913,True
AFDA34,MText,Old Cutblock,T-TEXT,9.999999999999913,True
AFDA35,MText,10cm Pine  & Willows  (Regrowth),T-BUSH-T,9.999999999999913,True
AFEBAA,BlockReference,plbh,L-MON,4.9972469499999645,True
AFEBAB,BlockReference,plbh,L-MON,4.9972469499999645,True
AFEBAC,BlockReference,plbh,L-MON,4.9972469499999645,True
AFEBAD,BlockReference,plbh,L-MON,4.9972469499999645,True
AFEBAE,BlockReference,plbh,L-MON,4.9972469499999645,True
AFEBAF,BlockReference,plbh,L-MON,4.9972469499999645,True
AFEED8,MText,Hwn Energy Ltd.,licensee,9.999999999999925,True
